label,split,q1,q2,q3,q4,calibration_selected_start,calibration_selection_loss,calibration_candidate_q_dispersion,calibration_inner_selection_used,calibration_refinement_used,calibration_fit_rows,calibration_selection_rows,calibration_extra_candidate_available,calibration_selected_extra_candidate,capacity_cycle1,early_fade_rate,response_cycle1,response_cycle10,response_cycle20,response_cycle28,prior_weight,dataset,seed
B0031,meta_fit,-0.2514008581638336,0.0079383868724107,-0.2691192030906677,0.1853705048561096,2.0,0.0177213512361049,0.7081986665725708,0.0,0.0,12.0,12.0,0.0,0.0,1.7541946172714231,-0.0037286016158759,1.7541946172714231,1.7877520322799685,1.7567707300186155,1.7233260869979858,0.1,nasa_battery_capacity_reviewer_clean_inner0,0
B0033,meta_fit,0.0059317015111446,0.1508055180311203,0.172556072473526,0.1174104511737823,0.0,0.1184862330555915,0.0211303532123565,1.0,1.0,42.0,15.0,0.0,0.0,0.8342152237892151,-0.084983967244625,0.8342152237892151,1.5990709066390991,1.6267439126968384,1.6296087503433228,0.1,nasa_battery_capacity_reviewer_clean_inner0,0
B0040,meta_fit,0.3139258027076721,-0.2523566484451294,0.0481317043304443,-0.3274053335189819,2.0,0.0113984327763319,0.217700570821762,0.0,0.0,14.0,14.0,0.0,0.0,0.7365532517433167,-0.0018325315322726,0.7365532517433167,0.7530460357666016,0.6907790899276733,0.6079409718513489,0.1,nasa_battery_capacity_reviewer_clean_inner0,0
B0006,meta_fit,-0.1500415503978729,0.095691367983818,-0.3878614902496338,0.2566842138767242,2.0,0.0195729788392782,0.0001057892368407,1.0,1.0,37.0,13.0,0.0,0.0,2.015805959701538,0.0062385532073676,2.015805959701538,1.959658980369568,1.9123852252960205,1.8802666664123533,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0007,meta_fit,-0.1566878706216812,0.0520915351808071,-0.2733452320098877,0.300431340932846,3.0,0.0026443898677825,0.1213075295090675,1.0,1.0,37.0,13.0,0.0,0.0,1.8803253173828125,0.0013548268470913,1.8803253173828125,1.8681318759918213,1.8662734031677248,1.8586260080337524,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0025,meta_fit,-0.2491165101528167,0.645060658454895,-0.1449505984783172,0.6126405596733093,0.0,0.0012646379182115,0.1814147233963012,0.0,0.0,8.0,8.0,0.0,0.0,1.846507549285889,0.0017133288783952,1.846507549285889,1.831087589263916,1.8014253377914429,1.7887990474700928,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0028,meta_fit,-0.1466871201992035,0.1579160988330841,-0.3052898943424225,0.2526136040687561,1.0,0.0005385263357311,0.1918389201164245,0.0,0.0,8.0,8.0,0.0,0.0,1.8045862913131716,0.0024266904219985,1.8045862913131716,1.7827460765838623,1.75906503200531,1.7262742519378662,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0029,meta_fit,-0.3367530703544616,-0.1907334774732589,-0.1765722185373306,0.3656112849712372,1.0,0.0176351554691791,0.3194796144962311,0.0,0.0,12.0,12.0,0.0,0.0,1.794602870941162,0.000765734235756,1.794602870941162,1.787711262702942,1.7332124710083008,1.6860148906707764,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0031,meta_fit,-0.2523327171802521,0.0072004995308816,-0.267680674791336,0.1833065599203109,2.0,0.0176950599998235,0.739935040473938,0.0,0.0,12.0,12.0,0.0,0.0,1.7525442838668823,-0.0038217173423618,1.7525442838668823,1.7869397401809692,1.7558809518814087,1.7224712371826172,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0033,meta_fit,-0.1088152304291725,0.2457058727741241,0.0752990096807479,-0.0309601631015539,3.0,0.1068920567631721,0.5305563807487488,1.0,1.0,42.0,15.0,0.0,0.0,1.0488409996032717,-0.0495796725153923,1.0488409996032717,1.4950580596923828,1.6010019779205322,1.6316900253295898,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0040,meta_fit,0.4691510200500488,-0.3304156363010406,-0.1345234662294387,-0.2825164794921875,2.0,0.0126300510019063,0.3450257778167724,0.0,0.0,14.0,14.0,0.0,0.0,0.7376514077186584,-0.0023486549034714,0.7376514077186584,0.7587893009185791,0.7195213437080383,0.6462881565093994,1.0,nasa_battery_capacity_reviewer_clean_inner0,0
B0006,meta_fit,-0.4444673955440521,-0.1556882560253143,-0.1894708722829818,-0.4177000522613525,2.0,0.0068952972069382,0.3680189251899719,1.0,1.0,37.0,13.0,0.0,0.0,2.030115842819214,0.0078366594389081,2.030115842819214,1.9595859050750728,1.9120869636535645,1.8793357610702517,0.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0007,meta_fit,-0.4249861538410187,-0.2442713528871536,-0.2314542829990387,-0.2627761960029602,2.0,0.0012574138818308,0.3224177062511444,1.0,1.0,37.0,13.0,0.0,0.0,1.876127243041992,0.0014009741134941,1.876127243041992,1.863518476486206,1.8558032512664795,1.8556644916534424,0.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0025,meta_fit,-0.7002931237220764,-0.2833099961280823,-0.2941000163555145,-0.6585835814476013,0.0,0.0013523143716156,0.4316484928131103,0.0,0.0,8.0,8.0,0.0,0.0,1.8532007932662964,0.0033971602097153,1.8532007932662964,1.8226263523101809,1.793959617614746,1.7825946807861328,0.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0028,meta_fit,-0.2871563732624054,-0.2515746355056762,-0.1851650774478912,-0.2087630778551101,2.0,0.0005339663475751,0.2883991599082947,0.0,0.0,8.0,8.0,0.0,0.0,1.8027622699737549,0.0022000074386596,1.8027622699737549,1.782962203025818,1.7608457803726196,1.7414860725402832,0.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0029,meta_fit,-0.2786478698253631,-0.332333892583847,-0.0597777925431728,-0.3505711853504181,0.0,0.0181938186287879,0.3148685991764068,0.0,0.0,12.0,12.0,0.0,0.0,1.7970898151397705,0.0009839005069807,1.7970898151397705,1.7882347106933594,1.7368255853652954,1.695666790008545,0.0,nasa_battery_capacity_reviewer_clean_inner0,1
B0031,meta_fit,-0.311676025390625,-0.3005257844924927,0.1223446875810623,-0.4304602742195129,3.0,0.0233073346316814,0.570187509059906,0.0,0.0,12.0,12.0,0.0,0.0,1.772986650466919,-0.0017220178851857,1.772986650466919,1.788484811782837,1.7658518552780151,1.730132818222046,0.0,nasa_battery_capacity_reviewer_clean_inner0,1
