family,entity_id,doi,physical_r2,log_r2,physical_nrmse
no_q_global_selected_formula,RFEQLTBBKNKGGJ-YTXTXJHMSA-N,10.1021/acs.jced.5b00892,-5.997445284661997,-1.2931169903895983,2.645268471188132
no_q_global_selected_formula,RGZSQWQPBWRIAQ-CABCVRRESA-N,10.1016/j.jct.2016.11.027,0.19874661335248223,-0.5765718321984485,0.8951275812125989
no_q_global_selected_formula,RWCCWEUUXYIKHB-UHFFFAOYSA-N,10.1016/j.fluid.2014.11.026,-52879.84604542024,-17.698096929046642,229.9583571984724
no_q_global_selected_formula,SMIOEQSLJNNKQF-UHFFFAOYSA-N,10.1016/j.jct.2016.12.012,-11234.249637265852,-23.444056893262044,105.996460494046
no_q_global_selected_formula,SNRUBQQJIBEYMU-UHFFFAOYSA-N,10.1016/j.tca.2015.03.020,-0.1785073410012048,0.3308731453848418,1.0855907797145317
no_q_global_selected_formula,SUAKHGWARZSWIH-UHFFFAOYSA-N,10.1016/j.fluid.2019.04.036,-0.20345697486073777,-0.6801163157540087,1.0970218661725653
no_q_global_selected_formula,SUCYDSJQVVGOIW-WAYWQWQTSA-N,10.1021/acs.jced.5b00892,0.46231013061576465,-0.4808890465888771,0.7332733933426436
no_q_global_selected_formula,SVURIXNDRWRAFU-OGMFBOKVSA-N,10.1016/j.jct.2017.07.018,0.21105588179362866,-0.44903887782095864,0.8882252632110681
no_q_global_selected_formula,UAHWPYUMFXYFJY-UHFFFAOYSA-N,10.1016/j.jct.2018.12.013,-0.18020100966736274,0.3581232983775907,1.0863705673789965
no_q_global_selected_formula,UPIJOAFHOIWPLT-UHFFFAOYSA-N,10.1021/acs.jced.6b00470,-0.36937016649878585,0.1571379402132339,1.170200908604495
no_q_global_selected_formula,UQDUPQYQJKYHQI-UHFFFAOYSA-N,10.1016/j.jct.2019.01.007,-197.20797903746916,-5.986187655942502,14.078635553116259
no_q_global_selected_formula,VLLNJDMHDJRNFK-UHFFFAOYSA-N,10.1016/j.jct.2017.07.018,0.03784576890904989,0.18857668192991617,0.9808946075348514
no_q_global_selected_formula,VMYXUZSZMNBRCN-CQSZACIVSA-N,10.1016/j.jct.2019.06.011,0.06321869173013639,0.15694408651506042,0.9678746345833552
no_q_global_selected_formula,WBAXCOMEMKANRN-UHFFFAOYSA-N,10.1021/acs.jced.5b00943,-1.0222525720833273,-2.8502813055806193,1.4220592716491558
no_q_global_selected_formula,WYJOVVXUZNRJQY-UHFFFAOYSA-N,10.1016/j.fluid.2016.10.026,-0.04277864070183979,0.3884538340974447,1.0211653346553828
no_q_global_selected_formula,XDEOCNXROZOGPZ-UHFFFAOYSA-N,10.1016/j.fluid.2016.08.022,-0.7669344012417543,-0.5892081020731952,1.3292608477051273
no_q_global_selected_formula,XFTIKWYXFSNCQF-UHFFFAOYSA-N,10.1016/j.fluid.2019.04.036,-2069.392528154188,-18.888423003521144,45.501566216496194
no_q_global_selected_formula,XJHCXCQVJFPJIK-UHFFFAOYSA-M,10.1016/j.jct.2017.05.008,-2421398.62696226,-219.35898802302842,1556.0847107282623
no_q_global_selected_formula,XPKRTVFFOQAGAS-UHFFFAOYSA-N,10.1016/j.jct.2018.10.007,-1.1501461687340182e+17,-176.5174668599844,339138049.8755659
no_q_global_selected_formula,YJINQJFQLQIYHX-SNAWJCMRSA-N,10.1021/acs.jced.5b00892,-2.8076774840828995,-1.1211852694953675,1.9513271084272108
no_q_global_selected_formula,YWAKXRMUMFPDSH-UHFFFAOYSA-N,10.1021/acs.jced.7b00148,-2.247640768175833,-36.364843175216095,1.8021211857629977
no_q_global_selected_formula,ZAZKJZBWRNNLDS-UHFFFAOYSA-N,10.1016/j.jct.2019.01.007,-683610.5232773644,-32.23218072362357,826.8080329056827
no_q_global_selected_formula,ZPHGMBGIFODUMF-UHFFFAOYSA-N,10.1016/j.jct.2017.07.008,0.0748590583463854,0.3594412725387731,0.961842472369366
no_q_global_selected_formula,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,10.1021/acs.jced.5b00537,-0.47178694581722613,-0.9131144829288058,1.2131722655160009
no_q_mlp,AOHJOMMDDJHIJH-UHFFFAOYSA-N,10.1016/j.jct.2015.03.011,-0.8123323928185182,-12.823320462207482,1.346228952600009
no_q_mlp,ARXJGSRGQADJSQ-UHFFFAOYSA-N,10.1021/acs.jced.8b00845,-2.378582262568086,-26.969695731420906,1.8380920168936283
no_q_mlp,AXTXARBFPWQUQA-UHFFFAOYSA-M,10.1016/j.jct.2018.10.007,-2.324234359539821e+17,-162.72404912694145,482103138.29509765
